ID Cliente,Cantidad Estimada (cajas),Categoría Recomendada Nombre,Producto Recomendado Nombre
3022,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3023,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3024,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3025,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3026,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3027,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3029,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
303,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3031,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3032,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3033,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3034,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3035,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3036,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3037,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3038,4.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
3039,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3040,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
3042,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3043,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3044,3.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3045,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3046,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3047,3.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
3048,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3049,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
305,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3050,2.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
3051,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3052,2.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
3053,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3054,2.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3055,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3057,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
3058,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3059,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
306,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3060,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3061,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3062,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3063,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3064,0.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
3065,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3066,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3067,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3068,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3069,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
307,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3070,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3071,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3072,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3073,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3074,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3075,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3076,3.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3077,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3078,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
308,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3080,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3081,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3082,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3083,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3086,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3087,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3089,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
309,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3090,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3091,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3092,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3093,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3094,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3095,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3097,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3098,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3099,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
31,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
310,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3100,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3102,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3104,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3107,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
3108,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3109,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
311,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3111,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3113,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3114,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3115,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3116,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3117,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3118,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
312,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3121,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3122,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3123,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3124,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3125,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3126,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3127,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3128,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
313,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3132,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3133,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3134,3.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
3135,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3136,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3137,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3138,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3139,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
314,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3140,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3141,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3142,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3143,0.0,TÉ,Fuze Tea Negro 3.0 300ml Ret Vid 24B
3144,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3145,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3146,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3147,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3148,3.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
315,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3150,6.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
3152,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3153,4.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
3154,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
3155,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3156,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3158,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3159,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
316,2.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3160,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3161,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3162,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3164,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3165,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3167,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3169,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3170,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
3171,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3172,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3173,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3174,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
3175,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3176,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3177,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3178,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
318,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3181,1.0,BEBIDAS DE FRUTA,JDV Nrja Choice 1.75 Lts NR Pet 6B
3182,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3183,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3186,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3187,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3188,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3189,3.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
319,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3190,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3191,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3192,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3193,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3195,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3196,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3197,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3198,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3199,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
32,0.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
320,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3201,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3202,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3203,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3205,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3206,2.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3207,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3208,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3209,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
321,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3210,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3211,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3212,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3213,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3214,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3215,10.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
3216,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3217,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3218,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3219,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
322,4.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
3220,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3221,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3222,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
3223,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3224,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3225,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3226,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3227,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3230,3.0,AGUA PURIFICADA,Dasani S/G 600 ml NR Pet 16B
3231,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3232,1.0,AGUA PURIFICADA,Dasani S/G 600 ml NR Pet 16B
3233,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3234,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3235,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3236,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3237,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3238,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3239,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
324,3.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
3240,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3241,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3242,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3244,0.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3245,2.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3247,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3248,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3249,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
325,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3250,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3252,2.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3253,0.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3254,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3255,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3256,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3258,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3259,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
326,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3260,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3262,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3263,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3264,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3265,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3267,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3269,3.0,BEBIDAS DE FRUTA,JDV Nrja Choice 1.75 Lts NR Pet 6B
327,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3270,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3271,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3273,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3274,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3275,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3276,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3277,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3278,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
3279,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
328,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3280,0.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3281,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3282,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3283,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3285,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3287,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3289,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
329,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3290,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3291,2.0,BEBIDAS DE FRUTA,D.Valle TT Pack Drz 1Lts NR 6B 3.0
3292,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3293,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3294,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3295,2.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3296,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3297,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3298,2.0,BEBIDAS DE FRUTA,Jdv Fresh Manz 950 ml NR Pet 12B
33,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
330,2.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
3301,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3302,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3304,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
3306,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3307,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3310,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3311,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3312,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3313,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3314,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3315,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3316,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3317,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3318,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3319,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
332,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3321,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
3322,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3323,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3324,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3325,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3326,3.0,BEBIDAS DE FRUTA,JDV Nrja Choice 1.75 Lts NR Pet 6B
3327,1.0,BEBIDAS DE FRUTA,D.Valle TTPack Drz 250ml NR 12B SB 3.0
3328,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
333,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3330,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3331,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3332,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3333,3.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
3337,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
3339,0.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
334,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3340,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3341,2.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
3342,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3344,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3345,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
3346,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3347,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3348,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3349,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
335,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3350,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3351,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3353,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3354,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3356,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3357,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3358,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
3359,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
336,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3361,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3362,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3363,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3364,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
3365,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3366,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3368,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3369,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
337,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
3370,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
3371,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
3372,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
3373,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
