ID Cliente,Volumen Estimado,Producto Recomendado
2641,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2642,3.0,Fanta Harmony Nrj 2Lts Ret Pet 9B
2643,2.0,Coca-Cola 300 ml NR Pet 12B
2646,3.0,Coca-Cola E 3 Lts NR 6B
2647,3.0,Coca-Cola 300 ml NR Pet 12B
2648,6.0,Coca-Cola 300 ml NR Pet 12B
2649,6.0,Coca-Cola E 1Lt NR Pet 12B
265,2.0,Coca-Cola 300 ml NR Pet 12B
2651,2.0,Coca-Cola E 1Lt NR Pet 12B
2652,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2653,7.0,Coca-Cola 300 ml NR Pet 12B
2654,5.0,Coca-Cola E 3 Lts NR 6B
2655,6.0,Coca-Cola 300 ml Ret Vid 24B (V)
2656,3.0,Coca-Cola 300 ml NR Pet 12B
2657,4.0,Dasani S/G 600 ml NR Pet 16B
2659,10.0,Coca-Cola 300 ml NR Pet 12B
266,4.0,Coca-Cola E 3 Lts NR 6B
2660,3.0,Coca-Cola 300 ml NR Pet 12B
2661,5.0,Coca-Cola E 1Lt NR Pet 12B
2662,2.0,Coca-Cola E 1Lt NR Pet 12B
2664,3.0,Fanta Harmony Nrj 2Lts Ret Pet 9B
2665,2.0,Coca-Cola 300 ml NR Pet 12B
2666,3.0,Coca-Cola E 1Lt NR Pet 12B
2669,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
267,4.0,Coca-Cola E 1Lt NR Pet 12B
2670,6.0,Coca-Cola 300 ml NR Pet 12B
2671,2.0,Inca-Kola Choice 1L NR Pet 12B
2672,2.0,Coca-Cola 300 ml NR Pet 12B
2673,6.0,Coca-Cola 300 ml NR Pet 12B
2674,8.0,Coca-Cola 300 ml NR Pet 12B
2675,6.0,Coca-Cola 300 ml NR Pet 12B
2676,7.0,Coca-Cola E 1Lt NR Pet 12B
2677,2.0,Coca-Cola E 1.35 Lts NR Pet 12B
2678,3.0,Coca-Cola 300 ml NR Pet 12B
2679,2.0,Coca-Cola 300 ml NR Pet 12B
268,5.0,Coca-Cola 300 ml NR Pet 12B
2680,7.0,Coca-Cola 300 ml NR Pet 12B
2681,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
2682,4.0,Coca-Cola 300 ml NR Pet 12B
2683,9.0,Coca-Cola 300 ml NR Pet 12B
2684,4.0,Coca-Cola 300 ml NR Pet 12B
2685,2.0,Coca-Cola 300 ml NR Pet 12B
2686,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
2687,5.0,Coca-Cola E 1.35 Lts NR Pet 12B
2688,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
2689,6.0,Inca-Kola Choice 1L NR Pet 12B
269,3.0,Coca-Cola E 3 Lts NR 6B
2690,3.0,Coca-Cola E 1Lt NR Pet 12B
2691,4.0,Coca-Cola E 1Lt NR Pet 12B
2692,5.0,Coca-Cola 300 ml NR Pet 12B
2694,5.0,Coca-Cola E 2Lts NR Pet 6B
2696,3.0,Coca-Cola E 3 Lts NR 6B
2697,2.0,Coca-Cola 300 ml NR Pet 12B
2699,6.0,Coca-Cola E 1Lt NR Pet 12B
27,9.0,Coca-Cola 300 ml NR Pet 12B
270,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2700,8.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
2701,7.0,Coca-Cola 300 ml NR Pet 12B
2702,2.0,Coca-Cola E 1Lt NR Pet 12B
2704,3.0,Coca-Cola E 1Lt NR Pet 12B
2705,6.0,Coca-Cola 300 ml NR Pet 12B
2706,2.0,Coca-Cola 300 ml NR Pet 12B
2707,2.0,Coca-Cola E 1Lt NR Pet 12B
2708,3.0,Coca-Cola 300 ml NR Pet 12B
2709,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
271,2.0,Coca-Cola 300 ml NR Pet 12B
2710,2.0,Coca-Cola E 1Lt NR Pet 12B
2711,4.0,Coca-Cola E 1Lt NR Pet 12B
2712,17.0,Coca-Cola 300 ml NR Pet 12B
2713,4.0,Coca-Cola E 1Lt NR Pet 12B
2714,3.0,Coca-Cola E 1Lt NR Pet 12B
2715,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2716,3.0,Coca-Cola E 3 Lts NR 6B
2718,2.0,Coca-Cola 300 ml NR Pet 12B
2719,2.0,Coca-Cola E 1Lt NR Pet 12B
272,7.0,Coca-Cola 300 ml NR Pet 12B
2720,32.0,Coca-Cola 300 ml Ret Vid 24B (V)
2722,2.0,Coca-Cola 300 ml NR Pet 12B
2723,6.0,Coca-Cola 300 ml NR Pet 12B
2724,6.0,Coca-Cola E 1Lt NR Pet 12B
2725,9.0,Coca-Cola 300 ml NR Pet 12B
2726,10.0,Coca-Cola E 500 ml NR Pet 12B
2727,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
2728,2.0,Inca Kola Choice 300 ml NR Pet 12B
2729,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
273,5.0,Inca-Kola Choice 1L NR Pet 12B
2730,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2731,3.0,Coca-Cola E 1Lt NR Pet 12B
2732,2.0,Coca-Cola 300 ml NR Pet 12B
2734,6.0,Coca-Cola E 1Lt NR Pet 12B
2735,5.0,Coca-Cola E 1Lt NR Pet 12B
2736,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2737,3.0,Coca-Cola E 2Lts NR Pet 6B
2739,4.0,Coca-Cola E 3 Lts NR 6B
274,3.0,Inca Kola Choice 300 ml NR Pet 12B
2740,2.0,Coca-Cola E 3 Lts NR 6B
2741,2.0,Coca-Cola E 1Lt NR Pet 12B
2742,7.0,Coca-Cola 300 ml NR Pet 12B
2743,3.0,Coca-Cola 300 ml NR Pet 12B
2745,6.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2747,5.0,Coca-Cola 300 ml NR Pet 12B
2748,2.0,Coca-Cola 300 ml NR Pet 12B
2749,4.0,Coca-Cola 300 ml NR Pet 12B
275,2.0,Coca-Cola E 3 Lts NR 6B
2750,3.0,Coca-Cola 300 ml NR Pet 12B
2751,1.0,Coca-Cola 300 ml NR Pet 12B
2752,3.0,Coca-Cola E 3 Lts NR 6B
2753,4.0,Sprite Harmony 1.35 Lts NR Pet 12B
2755,4.0,Coca-Cola E 1Lt NR Pet 12B
2756,5.0,Coca-Cola E 1Lt NR Pet 12B
2757,2.0,Coca-Cola 300 ml NR Pet 12B
2758,3.0,Coca-Cola 300 ml NR Pet 12B
276,2.0,Coca-Cola 300 ml NR Pet 12B
2760,6.0,Coca-Cola 300 ml NR Pet 12B
2761,3.0,Coca-Cola E 1Lt NR Pet 12B
2762,3.0,Coca-Cola 300 ml NR Pet 12B
2763,2.0,Coca-Cola E 1Lt NR Pet 12B
2764,2.0,Coca-Cola E 3 Lts NR 6B
2765,5.0,Coca-Cola 300 ml NR Pet 12B
2766,4.0,Coca-Cola E 1Lt NR Pet 12B
2767,6.0,Coca-Cola E 1Lt NR Pet 12B
2768,3.0,Coca-Cola E 3 Lts NR 6B
277,5.0,Coca-Cola E 1Lt NR Pet 12B
2770,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2771,5.0,Coca-Cola E 1Lt NR Pet 12B
2772,4.0,Coca-Cola E 1Lt NR Pet 12B
2773,2.0,Coca-Cola E 1Lt NR Pet 12B
2775,3.0,Coca-Cola 300 ml NR Pet 12B
2776,4.0,Coca-Cola 300 ml NR Pet 12B
2777,4.0,Coca-Cola 300 ml NR Pet 12B
2778,10.0,Coca-Cola 300 ml NR Pet 12B
2779,6.0,Coca-Cola E 1Lt NR Pet 12B
278,3.0,Coca-Cola E 1Lt NR Pet 12B
2780,3.0,Coca-Cola 300 ml NR Pet 12B
2782,4.0,Coca-Cola E 1Lt NR Pet 12B
2783,10.0,Sprite Harmony 1.35 Lts NR Pet 12B
2784,2.0,Coca-Cola E 1Lt NR Pet 12B
2785,3.0,Coca-Cola 300 ml NR Pet 12B
2786,6.0,Coca-Cola E 1Lt NR Pet 12B
2787,2.0,Coca-Cola 300 ml NR Pet 12B
2788,7.0,Coca-Cola E 1.35 Lts NR Pet 12B
279,2.0,Coca-Cola E 1Lt NR Pet 12B
2790,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2791,8.0,Coca-Cola E 1.35 Lts NR Pet 12B
2792,8.0,Coca-Cola 300 ml NR Pet 12B
2793,3.0,Inca-Kola Choice 1L NR Pet 12B
2794,7.0,Coca-Cola E 1.35 Lts NR Pet 12B
2795,2.0,Coca-Cola 300 ml NR Pet 12B
2797,3.0,Coca-Cola 300 ml NR Pet 12B
2799,4.0,Coca-Cola E 1Lt NR Pet 12B
28,2.0,Coca-Cola E 1Lt NR Pet 12B
280,2.0,Coca-Cola 300 ml NR Pet 12B
2800,2.0,Coca-Cola 300 ml NR Pet 12B
2801,2.0,Coca-Cola E 1Lt NR Pet 12B
2802,9.0,Coca-Cola 300 ml NR Pet 12B
2803,5.0,Coca-Cola 300 ml NR Pet 12B
2804,9.0,Coca-Cola 300 ml NR Pet 12B
2805,3.0,Coca-Cola E 1Lt NR Pet 12B
2807,2.0,Coca-Cola 300 ml NR Pet 12B
2808,7.0,Coca-Cola 300 ml NR Pet 12B
2809,15.0,Coca-Cola 300 ml NR Pet 12B
281,4.0,Sprite Harmony 1.35 Lts NR Pet 12B
2811,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
2813,13.0,Coca-Cola 300 ml NR Pet 12B
2814,4.0,Coca-Cola E 1Lt NR Pet 12B
2816,2.0,Coca-Cola E 3 Lts NR 6B
2817,3.0,Coca-Cola E 1Lt NR Pet 12B
2818,5.0,Coca-Cola E 1Lt NR Pet 12B
2819,5.0,Coca-Cola 300 ml NR Pet 12B
282,2.0,Coca-Cola E 1Lt NR Pet 12B
2820,3.0,Coca-Cola E 1Lt NR Pet 12B
2822,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
2823,3.0,Coca-Cola 300 ml NR Pet 12B
2825,3.0,Coca-Cola E 1Lt NR Pet 12B
2826,5.0,Coca-Cola 300 ml NR Pet 12B
2827,5.0,Coca-Cola 300 ml NR Pet 12B
2828,8.0,Coca-Cola 300 ml NR Pet 12B
2829,4.0,Coca-Cola 300 ml NR Pet 12B
283,2.0,Coca-Cola E 1Lt NR Pet 12B
2830,3.0,Coca-Cola E 1Lt NR Pet 12B
2831,8.0,Coca-Cola E 1Lt NR Pet 12B
2832,2.0,Coca-Cola E 1Lt NR Pet 12B
2833,2.0,Coca-Cola E 1Lt NR Pet 12B
2836,2.0,Coca-Cola E 1Lt NR Pet 12B
2837,6.0,Coca-Cola 300 ml NR Pet 12B
2838,17.0,Coca-Cola E 3 Lts NR 6B
2839,4.0,Coca-Cola 300 ml NR Pet 12B
284,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2840,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
2841,2.0,Coca-Cola E 1Lt NR Pet 12B
2842,16.0,Coca-Cola 300 ml Ret Vid 24B (V)
2843,4.0,Coca-Cola E 3 Lts NR 6B
2845,2.0,Coca-Cola 300 ml NR Pet 12B
2846,7.0,Coca-Cola 300 ml Ret Vid 24B (V)
2847,4.0,Coca-Cola E 1Lt NR Pet 12B
2848,6.0,Coca-Cola E 1Lt NR Pet 12B
2849,6.0,Coca-Cola 300 ml NR Pet 12B
285,3.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
2851,3.0,Coca-Cola E 1Lt NR Pet 12B
2852,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
2853,5.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2854,3.0,Coca-Cola 300 ml NR Pet 12B
2855,8.0,Coca-Cola 300 ml NR Pet 12B
2856,4.0,Coca-Cola E 3 Lts NR 6B
2857,8.0,Powerade Frutas Trop 500 ml NR Pet 12B
2859,3.0,Inca Kola Choice 300 ml NR Pet 12B
286,2.0,Coca-Cola 300 ml NR Pet 12B
2860,17.0,Coca-Cola E 3 Lts NR 6B
2861,5.0,Coca-Cola 300 ml NR Pet 12B
2862,4.0,Coca-Cola 300 ml NR Pet 12B
2864,3.0,Coca-Cola 300 ml NR Pet 12B
2865,3.0,Coca-Cola E 1Lt NR Pet 12B
2866,6.0,Coca-Cola E 1Lt NR Pet 12B
2867,4.0,Coca-Cola 300 ml NR Pet 12B
2868,6.0,Coca-Cola 300 ml NR Pet 12B
2869,5.0,Coca-Cola 300 ml NR Pet 12B
287,2.0,Inca-Kola Choice 1L NR Pet 12B
2870,2.0,Coca-Cola 300 ml NR Pet 12B
2871,3.0,Dasani S/G 300ml NR Pet 12B
2872,2.0,Coca-Cola 300 ml NR Pet 12B
2873,3.0,Coca-Cola 300 ml NR Pet 12B
2874,7.0,Coca-Cola 300 ml NR Pet 12B
2875,6.0,Coca-Cola 300 ml NR Pet 12B
2876,2.0,Coca-Cola E 1Lt NR Pet 12B
2877,4.0,Coca-Cola E 1Lt NR Pet 12B
2879,6.0,Coca-Cola E 1Lt NR Pet 12B
288,2.0,Inca Kola Choice 300 ml NR Pet 12B
2880,6.0,Coca-Cola E 1Lt NR Pet 12B
2882,5.0,Coca-Cola 300 ml NR Pet 12B
2883,9.0,Coca-Cola E 3 Lts NR 6B
2884,5.0,Coca-Cola 300 ml NR Pet 12B
2886,2.0,Coca-Cola E 3 Lts NR 6B
2888,3.0,Coca-Cola 300 ml NR Pet 12B
2889,8.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
289,5.0,Coca-Cola E 1Lt NR Pet 12B
2890,24.0,Dasani S/G 600 ml NR Pet 16B
2891,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2892,2.0,Coca-Cola E 1Lt NR Pet 12B
2893,7.0,Coca-Cola 300 ml Ret Vid 24B (V)
2894,6.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2895,6.0,Coca-Cola E 1Lt NR Pet 12B
2896,6.0,Coca-Cola 300 ml NR Pet 12B
2897,2.0,Coca-Cola 300 ml NR Pet 12B
2898,2.0,Inca-Kola Choice 1L NR Pet 12B
2899,2.0,Coca-Cola 300 ml NR Pet 12B
29,1.0,Coca-Cola E 1Lt NR Pet 12B
290,3.0,Coca-Cola E 1Lt NR Pet 12B
2903,7.0,Coca-Cola E 1Lt NR Pet 12B
2905,5.0,Coca-Cola 300 ml NR Pet 12B
2906,9.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
2907,3.0,Coca-Cola E 3 Lts NR 6B
2908,5.0,Coca-Cola 300 ml NR Pet 12B
2909,2.0,Coca-Cola E 1Lt NR Pet 12B
291,2.0,Coca-Cola E 1Lt NR Pet 12B
2910,3.0,Dasani S/G 600 ml NR Pet 16B
2911,2.0,Coca-Cola E 1Lt NR Pet 12B
2912,4.0,Fiora Harmony Fresa 1.35Lts NR Pet 12B
2913,1.0,Fanta Harmony Nrj 2Lts Ret Pet 9B
2915,7.0,Coca-Cola 300 ml NR Pet 12B
2916,2.0,Inca Kola Choice 300 ml NR Pet 12B
2917,9.0,Coca-Cola 300 ml NR Pet 12B
2918,5.0,Coca-Cola 300 ml NR Pet 12B
2919,8.0,Coca-Cola E 1Lt NR Pet 12B
292,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2920,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
2921,18.0,Coca-Cola 300 ml NR Pet 12B
2922,4.0,Coca-Cola E 1Lt NR Pet 12B
2923,4.0,Coca-Cola E 3 Lts NR 6B
2924,2.0,Coca-Cola 300 ml NR Pet 12B
2925,4.0,Coca-Cola 300 ml NR Pet 12B
2927,4.0,Coca-Cola E 1Lt NR Pet 12B
2928,6.0,Coca-Cola 300 ml NR Pet 12B
2929,5.0,Coca-Cola 300 ml NR Pet 12B
293,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2930,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2931,4.0,Coca-Cola E 1Lt NR Pet 12B
2932,2.0,Coca-Cola E 1Lt NR Pet 12B
2933,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
2934,4.0,Coca-Cola E 1Lt NR Pet 12B
2935,2.0,Coca-Cola 300 ml NR Pet 12B
2936,2.0,Inca-Kola Choice 1L NR Pet 12B
2937,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2938,3.0,Inca-Kola Choice 1L NR Pet 12B
2939,3.0,Dasani S/G 300ml NR Pet 12B
294,11.0,Coca-Cola 300 ml NR Pet 12B
2940,3.0,Coca-Cola E 1Lt NR Pet 12B
2941,2.0,Coca-Cola 300 ml NR Pet 12B
2942,6.0,Coca-Cola 300 ml NR Pet 12B
2943,3.0,Coca-Cola 300 ml NR Pet 12B
2944,3.0,Dasani S/G 600 ml NR Pet 16B
2945,8.0,Coca-Cola 300 ml NR Pet 12B
2946,4.0,Coca-Cola E 3 Lts NR 6B
2948,3.0,Coca-Cola 300 ml NR Pet 12B
2949,4.0,Coca-Cola 300 ml NR Pet 12B
295,2.0,Coca-Cola E 1Lt NR Pet 12B
2951,3.0,Coca-Cola 300 ml NR Pet 12B
2952,3.0,Coca-Cola 300 ml NR Pet 12B
2954,4.0,Coca-Cola E 1Lt NR Pet 12B
2956,17.0,Coca-Cola 300 ml NR Pet 12B
2958,2.0,Coca-Cola E 1Lt NR Pet 12B
2959,50.0,Coca-Cola 300 ml NR Pet 12B
2960,4.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
2961,2.0,Coca-Cola E 1Lt NR Pet 12B
2962,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
2963,2.0,Coca-Cola E 1Lt NR Pet 12B
2965,3.0,Coca-Cola E 1Lt NR Pet 12B
2967,17.0,Coca-Cola 300 ml NR Pet 12B
2968,3.0,Dasani S/G 300ml NR Pet 12B
2969,4.0,Coca-Cola 300 ml NR Pet 12B
297,2.0,Coca-Cola E 1Lt NR Pet 12B
2970,5.0,Coca-Cola 300 ml NR Pet 12B
2971,3.0,Coca-Cola E 1Lt NR Pet 12B
2972,6.0,Coca-Cola 300 ml NR Pet 12B
2973,2.0,Coca-Cola 300 ml NR Pet 12B
2974,4.0,Coca-Cola 300 ml NR Pet 12B
2975,6.0,Coca-Cola 300 ml NR Pet 12B
2976,10.0,Coca-Cola E 1Lt NR Pet 12B
2977,3.0,Coca-Cola E 1Lt NR Pet 12B
2978,2.0,Powerade Mzn Clear 500 ml NR Pet 12B
2979,5.0,Coca-Cola 300 ml NR Pet 12B
298,3.0,Coca-Cola 300 ml NR Pet 12B
2981,5.0,Coca-Cola E 1Lt NR Pet 12B
2982,4.0,Coca-Cola 300 ml NR Pet 12B
2983,5.0,Coca-Cola 300 ml NR Pet 12B
2984,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2985,3.0,Coca-Cola 300 ml NR Pet 12B
2986,3.0,Coca-Cola 300 ml NR Pet 12B
2987,2.0,Coca-Cola E 1Lt NR Pet 12B
2988,7.0,Coca-Cola 300 ml NR Pet 12B
2989,2.0,Coca-Cola E 1Lt NR Pet 12B
299,10.0,Coca-Cola E 3 Lts NR 6B
2990,2.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
2991,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
2993,5.0,Coca-Cola 300 ml NR Pet 12B
2994,3.0,Coca-Cola 300 ml NR Pet 12B
2995,11.0,Coca-Cola 300 ml NR Pet 12B
2996,5.0,Coca-Cola 300 ml NR Pet 12B
2997,3.0,Coca-Cola 300 ml NR Pet 12B
2998,2.0,Inca Kola Choice 300 ml NR Pet 12B
2999,3.0,Coca-Cola E 1Lt NR Pet 12B
30,5.0,Coca-Cola E 3 Lts NR 6B
300,10.0,Coca-Cola 300 ml NR Pet 12B
3002,6.0,Coca-Cola E 2Lts NR Pet 6B
3003,3.0,Dasani S/G 600 ml NR Pet 16B
3005,3.0,Coca-Cola 300 ml NR Pet 12B
3006,3.0,Coca-Cola 300 ml NR Pet 12B
3007,2.0,Coca-Cola E 1.35 Lts NR Pet 12B
3008,3.0,Coca-Cola E 3 Lts NR 6B
3009,2.0,Coca-Cola E 1Lt NR Pet 12B
301,2.0,Sprite Harmony 1.35 Lts NR Pet 12B
3011,2.0,Coca-Cola E 1Lt NR Pet 12B
3012,2.0,Coca-Cola E 1Lt NR Pet 12B
3013,3.0,Coca-Cola E 1Lt NR Pet 12B
3014,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
3015,4.0,Coca-Cola E 1Lt NR Pet 12B
3016,5.0,Coca-Cola E 1Lt NR Pet 12B
3017,2.0,Coca-Cola E 1Lt NR Pet 12B
3018,5.0,Coca-Cola 300 ml NR Pet 12B
3019,11.0,Coca-Cola 300 ml NR Pet 12B
302,7.0,Coca-Cola 300 ml NR Pet 12B
3020,4.0,Inca-Kola Choice 1L NR Pet 12B
3022,3.0,Coca-Cola E 1Lt NR Pet 12B
3023,5.0,Coca-Cola E 1.35 Lts NR Pet 12B
3024,2.0,Coca-Cola E 1Lt NR Pet 12B
3025,6.0,Coca-Cola E 3 Lts NR 6B
3026,7.0,Coca-Cola 300 ml Ret Vid 24B (V)
3027,2.0,Coca-Cola E 500 ml NR Pet 12B
3029,4.0,Coca-Cola E 3 Lts NR 6B
303,2.0,Inca Kola Choice 300 ml NR Pet 12B
3031,6.0,Coca-Cola 300 ml NR Pet 12B
3032,7.0,Coca-Cola E 1Lt NR Pet 12B
3033,3.0,Coca-Cola E 3 Lts NR 6B
3034,2.0,Fanta Harmony Nrj 2Lts Ret Pet 9B
3035,7.0,Coca-Cola 300 ml NR Pet 12B
3036,52.0,Coca-Cola E 1.35 Lts NR Pet 12B
3037,7.0,Coca-Cola 300 ml NR Pet 12B
3038,4.0,Coca-Cola 300 ml NR Pet 12B
3039,3.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
3040,6.0,Coca-Cola 300 ml NR Pet 12B
3042,6.0,Coca-Cola 300 ml NR Pet 12B
3043,5.0,Coca-Cola E 1Lt NR Pet 12B
3044,7.0,Coca-Cola E 1.35 Lts NR Pet 12B
3045,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3046,2.0,Coca-Cola 300 ml NR Pet 12B
3047,4.0,Coca-Cola E 1Lt NR Pet 12B
3048,3.0,Coca-Cola E 1Lt NR Pet 12B
3049,2.0,Coca-Cola E 1Lt NR Pet 12B
305,6.0,Coca-Cola E 3 Lts NR 6B
3050,2.0,Coca-Cola E 1Lt NR Pet 12B
3051,2.0,Coca-Cola E 3 Lts NR 6B
3052,5.0,Coca-Cola E 1Lt NR Pet 12B
3053,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
3054,4.0,Coca-Cola 300 ml NR Pet 12B
3055,6.0,Coca-Cola 300 ml NR Pet 12B
3057,7.0,Inca Kola Choice 300 ml NR Pet 12B
3058,3.0,Coca-Cola E 1Lt NR Pet 12B
3059,2.0,Coca-Cola E 1Lt NR Pet 12B
306,6.0,Coca-Cola E 1Lt NR Pet 12B
3060,5.0,Coca-Cola 300 ml NR Pet 12B
3061,4.0,Coca-Cola 300 ml NR Pet 12B
3062,6.0,Coca-Cola E 3 Lts NR 6B
3063,3.0,Coca-Cola E 3 Lts NR 6B
3064,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3065,2.0,Coca-Cola 300 ml NR Pet 12B
3066,8.0,Coca-Cola 300 ml NR Pet 12B
3067,7.0,Coca-Cola 300 ml NR Pet 12B
3068,4.0,Coca-Cola 300 ml NR Pet 12B
3069,3.0,Coca-Cola 300 ml NR Pet 12B
307,2.0,Coca-Cola E 1Lt NR Pet 12B
3070,5.0,Coca-Cola 300 ml NR Pet 12B
3071,7.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
3072,6.0,Coca-Cola 300 ml NR Pet 12B
3073,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
3074,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
3075,3.0,Coca-Cola E 1Lt NR Pet 12B
3076,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
3077,3.0,Coca-Cola 300 ml NR Pet 12B
3078,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
308,2.0,Coca-Cola 300 ml NR Pet 12B
3080,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3081,2.0,Coca-Cola E 1Lt NR Pet 12B
3082,2.0,Coca-Cola E 1Lt NR Pet 12B
3083,7.0,Coca-Cola 300 ml NR Pet 12B
3086,3.0,Coca-Cola E 1Lt NR Pet 12B
3087,4.0,Coca-Cola E 1Lt NR Pet 12B
3089,9.0,Coca-Cola E 1Lt NR Pet 12B
309,3.0,Coca-Cola E 1Lt NR Pet 12B
3090,3.0,Inca-Kola Choice 2Lts NR Pet 6B
3091,9.0,Coca-Cola E 1Lt NR Pet 12B
3092,9.0,Coca-Cola 300 ml Ret Vid 24B (V)
3093,11.0,Coca-Cola E 1Lt NR Pet 12B
3094,11.0,Coca-Cola E 1.35 Lts NR Pet 12B
3095,2.0,Coca-Cola E 1Lt NR Pet 12B
3097,2.0,Coca-Cola E 1Lt NR Pet 12B
3098,3.0,Inca-Kola Choice 1L NR Pet 12B
3099,3.0,Coca-Cola E 1Lt NR Pet 12B
31,6.0,Sprite Harmony 1.35 Lts NR Pet 12B
310,10.0,Coca-Cola 300 ml NR Pet 12B
3100,9.0,Coca-Cola 300 ml NR Pet 12B
3102,9.0,Coca-Cola E 1Lt NR Pet 12B
3104,8.0,Coca-Cola E 1.35 Lts NR Pet 12B
3107,2.0,Fiora Harmony Fresa 2 Lts Ret Pet 9B
3108,3.0,Coca-Cola E 1Lt NR Pet 12B
3109,6.0,Coca-Cola 300 ml NR Pet 12B
311,2.0,Coca-Cola E 1Lt NR Pet 12B
3111,2.0,Coca-Cola E 1Lt NR Pet 12B
3113,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3114,4.0,Coca-Cola 300 ml NR Pet 12B
3115,9.0,Coca-Cola E 1Lt NR Pet 12B
3116,1.0,Coca-Cola E 1Lt NR Pet 12B
3117,9.0,Coca-Cola 300 ml NR Pet 12B
3118,3.0,Coca-Cola E 1Lt NR Pet 12B
312,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
3121,3.0,Coca-Cola 300 ml NR Pet 12B
3122,3.0,Coca-Cola E 1Lt NR Pet 12B
3123,2.0,Coca-Cola 300 ml NR Pet 12B
3124,2.0,Coca-Cola E 3 Lts NR 6B
3125,4.0,Coca-Cola E 3 Lts NR 6B
3126,7.0,Coca-Cola E 1Lt NR Pet 12B
3127,2.0,Coca-Cola E 1Lt NR Pet 12B
3128,2.0,Coca-Cola E 1Lt NR Pet 12B
313,7.0,Coca-Cola 300 ml NR Pet 12B
3132,5.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
3133,4.0,Coca-Cola E 1Lt NR Pet 12B
3134,3.0,Coca-Cola 300 ml NR Pet 12B
3135,1.0,Coca-Cola E 1Lt NR Pet 12B
3136,6.0,Coca-Cola 300 ml NR Pet 12B
3137,12.0,Coca-Cola 300 ml NR Pet 12B
3138,2.0,Coca-Cola E 1Lt NR Pet 12B
3139,6.0,Coca-Cola E 1Lt NR Pet 12B
314,4.0,Coca-Cola 300 ml NR Pet 12B
3140,4.0,Coca-Cola 300 ml NR Pet 12B
3141,9.0,Coca-Cola 300 ml Ret Vid 24B (V)
3142,6.0,Coca-Cola 300 ml NR Pet 12B
3143,5.0,Coca-Cola E 1Lt NR Pet 12B
3144,4.0,Coca-Cola 300 ml NR Pet 12B
3145,2.0,Coca-Cola E 1Lt NR Pet 12B
3146,3.0,Coca-Cola 300 ml NR Pet 12B
